Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	ADTRP
GO_Biological_Process_2021	regulation of macrophage migration (GO:1905521)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	CD200R1
GO_Biological_Process_2021	regulation of mast cell activation (GO:0033003)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	TSLP
GO_Biological_Process_2021	defense response to tumor cell (GO:0002357)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	PRF1
GO_Biological_Process_2021	regulation of phagocytosis, engulfment (GO:0060099)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	C3
GO_Biological_Process_2021	endodermal cell fate commitment (GO:0001711)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	EOMES
GO_Biological_Process_2021	regulation of receptor binding (GO:1900120)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	GREM2
GO_Biological_Process_2021	regulation of T-helper 17 cell differentiation (GO:2000319)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	TBX21
GO_Biological_Process_2021	regulation of T-helper 17 type immune response (GO:2000316)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	PRKCQ
GO_Biological_Process_2021	regulation of tau-protein kinase activity (GO:1902947)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	EGR1
GO_Biological_Process_2021	G protein-coupled serotonin receptor signaling pathway (GO:0098664)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	HTR2A
GO_Biological_Process_2021	removal of superoxide radicals (GO:0019430)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	SOD3
GO_Biological_Process_2021	renal filtration (GO:0097205)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	JCHAIN
GO_Biological_Process_2021	immunoglobulin mediated immune response (GO:0016064)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	CD27
GO_Biological_Process_2021	sarcoplasmic reticulum calcium ion transport (GO:0070296)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	CCR5
GO_Biological_Process_2021	iron ion transmembrane transport (GO:0034755)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	SCARA5
GO_Biological_Process_2021	leptin-mediated signaling pathway (GO:0033210)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	LEPR
GO_Biological_Process_2021	lipoprotein transport (GO:0042953)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	PRKCB
GO_Biological_Process_2021	membrane lipid catabolic process (GO:0046466)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	ENPP2
GO_Biological_Process_2021	toxin transport (GO:1901998)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	SLC22A3
GO_Biological_Process_2021	UV protection (GO:0009650)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	MFAP4
GO_Biological_Process_2021	muscle cell migration (GO:0014812)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	CCN3
GO_Biological_Process_2021	myelin maintenance (GO:0043217)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	ABCD2
GO_Biological_Process_2021	myeloid dendritic cell differentiation (GO:0043011)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	CAMK4
GO_Biological_Process_2021	negative regulation of cell-cell adhesion mediated by cadherin (GO:2000048)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	BMP6
GO_Biological_Process_2021	negative regulation of lymphocyte apoptotic process (GO:0070229)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	PRKCQ
GO_Biological_Process_2021	negative regulation of transmembrane transport (GO:0034763)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	PRKCB
GO_Biological_Process_2021	negative regulation of vascular endothelial growth factor signaling pathway (GO:1900747)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	DCN
GO_Biological_Process_2021	neuron projection maintenance (GO:1990535)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	ABCD2
GO_Biological_Process_2021	neuron remodeling (GO:0016322)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	C3
GO_Biological_Process_2021	phosphatidylcholine catabolic process (GO:0034638)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	ENPP2
GO_Biological_Process_2021	positive regulation of cell activation (GO:0050867)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	SELP
GO_Biological_Process_2021	positive regulation of dendritic spine morphogenesis (GO:0061003)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	RELN
GO_Biological_Process_2021	positive regulation of keratinocyte migration (GO:0051549)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	FGF7
GO_Biological_Process_2021	positive regulation of myoblast fusion (GO:1901741)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	RIPOR2
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	PRKCB
GO_Biological_Process_2021	positive regulation of vasculogenesis (GO:2001214)	1/10	1.468237e-01	3.206148e-01	0	0	6.962491e+00	1.335770e+01	TMEM100
GO_Biological_Process_2021	anion transport (GO:0006820)	2/43	1.469146e-01	3.206148e-01	0	0	3.061482e+00	5.871628e+00	SLC22A3;SLC17A7
GO_Biological_Process_2021	regulation of cell-substrate adhesion (GO:0010810)	2/43	1.469146e-01	3.206148e-01	0	0	3.061482e+00	5.871628e+00	ECM2;FBLN2
GO_Biological_Process_2021	regulation of cytokine production involved in inflammatory response (GO:1900015)	2/43	1.469146e-01	3.206148e-01	0	0	3.061482e+00	5.871628e+00	ABCD2;CD6
GO_Biological_Process_2021	heart looping (GO:0001947)	2/43	1.469146e-01	3.206148e-01	0	0	3.061482e+00	5.871628e+00	EOMES;TBX21
GO_Biological_Process_2021	myofibril assembly (GO:0030239)	2/43	1.469146e-01	3.206148e-01	0	0	3.061482e+00	5.871628e+00	PDGFRA;PGM5
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	9/381	1.491850e-01	3.252100e-01	0	0	1.526961e+00	2.905147e+00	NGFR;SFRP1;CD40LG;TSLP;CD28;CD27;IGF1;NUGGC;EGFR
GO_Biological_Process_2021	negative regulation of defense response (GO:0031348)	3/85	1.503171e-01	3.273168e-01	0	0	2.298663e+00	4.355985e+00	LRFN5;PTGIS;CCN3
GO_Biological_Process_2021	cation transmembrane transport (GO:0098655)	2/44	1.523926e-01	3.311061e-01	0	0	2.988438e+00	5.622132e+00	TRPM6;TRPM3
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	2/44	1.523926e-01	3.311061e-01	0	0	2.988438e+00	5.622132e+00	SFRP1;CCN2
GO_Biological_Process_2021	transport across blood-brain barrier (GO:0150104)	3/86	1.540532e-01	3.343462e-01	0	0	2.270853e+00	4.247533e+00	SLC22A3;ABCB1;LEPR
GO_Biological_Process_2021	calcium ion transmembrane transport (GO:0070588)	3/87	1.578182e-01	3.349515e-01	0	0	2.243704e+00	4.142577e+00	SLC8A3;TRPM6;TRPM3
GO_Biological_Process_2021	regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	2/45	1.579101e-01	3.349515e-01	0	0	2.918790e+00	5.387297e+00	PTPRC;KIT
GO_Biological_Process_2021	positive regulation of Notch signaling pathway (GO:0045747)	2/45	1.579101e-01	3.349515e-01	0	0	2.918790e+00	5.387297e+00	CCN3;TP63
GO_Biological_Process_2021	regulation of amyloid precursor protein biosynthetic process (GO:0042984)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	ITM2A
GO_Biological_Process_2021	cellular response to superoxide (GO:0071451)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	SOD3
GO_Biological_Process_2021	regulation of inclusion body assembly (GO:0090083)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	SNCAIP
GO_Biological_Process_2021	regulation of lamellipodium morphogenesis (GO:2000392)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	ENPP2
GO_Biological_Process_2021	cyclooxygenase pathway (GO:0019371)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	PTGIS
GO_Biological_Process_2021	regulation of mitochondrial depolarization (GO:0051900)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	DCN
GO_Biological_Process_2021	regulation of mitochondrial fusion (GO:0010635)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	PID1
GO_Biological_Process_2021	regulation of myeloid leukocyte mediated immunity (GO:0002886)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	DNASE1L3
GO_Biological_Process_2021	regulation of synapse maturation (GO:0090128)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	RELN
GO_Biological_Process_2021	regulation of T cell apoptotic process (GO:0070232)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	PRKCQ
GO_Biological_Process_2021	regulation of T cell mediated immunity (GO:0002709)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	CCR2
GO_Biological_Process_2021	regulation of T-helper 2 cell cytokine production (GO:2000551)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	TBX21
GO_Biological_Process_2021	response to sterol (GO:0036314)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	CCR5
GO_Biological_Process_2021	humoral immune response mediated by circulating immunoglobulin (GO:0002455)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	C1S
GO_Biological_Process_2021	insulin-like growth factor receptor signaling pathway (GO:0048009)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	IGF1
GO_Biological_Process_2021	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	STAT4
GO_Biological_Process_2021	isotype switching (GO:0045190)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	CD40LG
GO_Biological_Process_2021	skeletal muscle cell differentiation (GO:0035914)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	EGR2
GO_Biological_Process_2021	sphingomyelin metabolic process (GO:0006684)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	ABCA8
GO_Biological_Process_2021	lipoprotein localization (GO:0044872)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	PRKCB
GO_Biological_Process_2021	T cell homeostasis (GO:0043029)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	TNFSF14
GO_Biological_Process_2021	mitochondrion morphogenesis (GO:0070584)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	PID1
GO_Biological_Process_2021	myotube cell development (GO:0014904)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	IGF1
GO_Biological_Process_2021	negative regulation of activated T cell proliferation (GO:0046007)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	CRTAM
GO_Biological_Process_2021	negative regulation of bone remodeling (GO:0046851)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	SFRP1
GO_Biological_Process_2021	negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	SERPINE2
GO_Biological_Process_2021	negative regulation of response to cytokine stimulus (GO:0060761)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	PTPRC
GO_Biological_Process_2021	negative regulation of T-helper cell differentiation (GO:0045623)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	TBX21
GO_Biological_Process_2021	positive regulation of keratinocyte proliferation (GO:0010838)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	FGF7
GO_Biological_Process_2021	positive regulation of lipid localization (GO:1905954)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	C3
GO_Biological_Process_2021	positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	IL33
GO_Biological_Process_2021	positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)	1/11	1.602679e-01	3.349515e-01	0	0	6.265924e+00	1.147233e+01	EGFR
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	5/182	1.605316e-01	3.351479e-01	0	0	1.777656e+00	3.251803e+00	ABCD2;CD200R1;PTPRC;TBX21;SLAMF1
GO_Biological_Process_2021	positive regulation of neuron projection development (GO:0010976)	3/88	1.616115e-01	3.367208e-01	0	0	2.217195e+00	4.040970e+00	RELN;ROR1;TOX
GO_Biological_Process_2021	protein phosphorylation (GO:0006468)	11/496	1.616260e-01	3.367208e-01	0	0	1.432447e+00	2.610592e+00	PDGFRA;RELN;PRKCB;LCK;CAMK4;KIT;PRKCQ;PAK3;BMX;RUNX3;EGFR
GO_Biological_Process_2021	regulation of B cell proliferation (GO:0030888)	2/46	1.634645e-01	3.391202e-01	0	0	2.852309e+00	5.165986e+00	PTPRC;GPR183
GO_Biological_Process_2021	erythrocyte differentiation (GO:0030218)	2/46	1.634645e-01	3.391202e-01	0	0	2.852309e+00	5.165986e+00	KIT;IKZF1
GO_Biological_Process_2021	regulation of synaptic transmission, glutamatergic (GO:0051966)	2/46	1.634645e-01	3.391202e-01	0	0	2.852309e+00	5.165986e+00	RELN;CCR2
GO_Biological_Process_2021	negative regulation of tumor necrosis factor production (GO:0032720)	2/46	1.634645e-01	3.391202e-01	0	0	2.852309e+00	5.165986e+00	IGF1;SLAMF1
GO_Biological_Process_2021	regulation of cation channel activity (GO:2001257)	3/89	1.654321e-01	3.406207e-01	0	0	2.191301e+00	3.942577e+00	RELN;KCNS2;DMD
GO_Biological_Process_2021	regulation of endothelial cell migration (GO:0010594)	3/89	1.654321e-01	3.406207e-01	0	0	2.191301e+00	3.942577e+00	ATOH8;PROX1;DCN
GO_Biological_Process_2021	positive regulation of inflammatory response (GO:0050729)	3/89	1.654321e-01	3.406207e-01	0	0	2.191301e+00	3.942577e+00	IL33;TSLP;CCR2
GO_Biological_Process_2021	determination of heart left/right asymmetry (GO:0061371)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	EOMES;TBX21
GO_Biological_Process_2021	embryonic heart tube morphogenesis (GO:0003143)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	EOMES;TBX21
GO_Biological_Process_2021	regulation of protein localization to nucleus (GO:1900180)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	NGFR;PYHIN1
GO_Biological_Process_2021	regulation of wound healing (GO:0061041)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	CLDN19;MYLK
GO_Biological_Process_2021	negative regulation of cold-induced thermogenesis (GO:0120163)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	ADAMTS5;ALDH1A1
GO_Biological_Process_2021	positive regulation of cell-cell adhesion (GO:0022409)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	LCK;CD3E
GO_Biological_Process_2021	positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	2/47	1.690533e-01	3.406207e-01	0	0	2.788782e+00	4.957176e+00	GDF10;BMP6
GO_Biological_Process_2021	nervous system development (GO:0007399)	10/447	1.697013e-01	3.406207e-01	0	0	1.444123e+00	2.561464e+00	EGR2;RELN;ALDH1A2;SPOCK2;ADAM23;MAL;NRG1;FAT4;PROX1;ECRG4
GO_Biological_Process_2021	sensory perception of sound (GO:0007605)	3/91	1.731524e-01	3.406207e-01	0	0	2.141281e+00	3.754913e+00	RIPOR2;KIT;ROR1
GO_Biological_Process_2021	angiotensin maturation (GO:0002003)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	MME
GO_Biological_Process_2021	regulation of angiotensin levels in blood (GO:0002002)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	MME
GO_Biological_Process_2021	regulation of astrocyte differentiation (GO:0048710)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	SERPINE2
GO_Biological_Process_2021	cardiocyte differentiation (GO:0035051)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	NRG1
GO_Biological_Process_2021	cell differentiation in hindbrain (GO:0021533)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	PROX1
GO_Biological_Process_2021	regulation of DNA-dependent DNA replication (GO:0090329)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	NUGGC
GO_Biological_Process_2021	regulation of feeding behavior (GO:0060259)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	LEPR
GO_Biological_Process_2021	regulation of flagellated sperm motility (GO:1901317)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	TACR1
GO_Biological_Process_2021	cellular response to nitrogen levels (GO:0043562)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	MAP1LC3C
GO_Biological_Process_2021	cellular response to nitrogen starvation (GO:0006995)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	MAP1LC3C
GO_Biological_Process_2021	regulation of hemopoiesis (GO:1903706)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	PRKCB
GO_Biological_Process_2021	regulation of keratinocyte migration (GO:0051547)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	FGF7
GO_Biological_Process_2021	cochlea morphogenesis (GO:0090103)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	TBX18
GO_Biological_Process_2021	dermatan sulfate biosynthetic process (GO:0030208)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	DCN
GO_Biological_Process_2021	regulation of muscle system process (GO:0090257)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	KCNA1
GO_Biological_Process_2021	regulation of myoblast fusion (GO:1901739)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	RIPOR2
GO_Biological_Process_2021	digestive system development (GO:0055123)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	KIT
GO_Biological_Process_2021	regulation of plasminogen activation (GO:0010755)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	SERPINE2
GO_Biological_Process_2021	regulation of pseudopodium assembly (GO:0031272)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	CCL21
GO_Biological_Process_2021	regulation of sensory perception (GO:0051931)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	TMEM100
GO_Biological_Process_2021	ethanol oxidation (GO:0006069)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	ALDH1A1
GO_Biological_Process_2021	regulation of vascular associated smooth muscle cell migration (GO:1904752)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	ADAMTS1
GO_Biological_Process_2021	replicative senescence (GO:0090399)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	MME
GO_Biological_Process_2021	hemidesmosome assembly (GO:0031581)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	COL17A1
GO_Biological_Process_2021	keratan sulfate catabolic process (GO:0042340)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	PRELP
GO_Biological_Process_2021	smooth muscle cell differentiation (GO:0051145)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	TBX18
GO_Biological_Process_2021	megakaryocyte differentiation (GO:0030219)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	KIT
GO_Biological_Process_2021	melanocyte differentiation (GO:0030318)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	KIT
GO_Biological_Process_2021	mesoderm morphogenesis (GO:0048332)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	EOMES
GO_Biological_Process_2021	mitotic nuclear membrane disassembly (GO:0007077)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	PRKCB
GO_Biological_Process_2021	negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	DCN
GO_Biological_Process_2021	negative regulation of leukocyte chemotaxis (GO:0002689)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	CCN3
GO_Biological_Process_2021	neurotransmitter uptake (GO:0001504)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	SLC22A3
GO_Biological_Process_2021	phospholipid homeostasis (GO:0055091)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	LIPG
GO_Biological_Process_2021	positive regulation of fatty acid oxidation (GO:0046321)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	ABCD2
GO_Biological_Process_2021	positive regulation of myeloid leukocyte mediated immunity (GO:0002888)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	CAMK4
GO_Biological_Process_2021	positive regulation of neuroinflammatory response (GO:0150078)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	IL33
GO_Biological_Process_2021	positive regulation of pseudopodium assembly (GO:0031274)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	CCL21
GO_Biological_Process_2021	positive regulation of sodium ion transmembrane transport (GO:1902307)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	DMD
GO_Biological_Process_2021	positive regulation of T-helper 1 type immune response (GO:0002827)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	CCR2
GO_Biological_Process_2021	positive regulation of T-helper 17 type immune response (GO:2000318)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	PRKCQ
GO_Biological_Process_2021	positive regulation of vascular permeability (GO:0043117)	1/12	1.735010e-01	3.406207e-01	0	0	5.696005e+00	9.976963e+00	BMP6
GO_Biological_Process_2021	cellular response to alcohol (GO:0097306)	2/48	1.746740e-01	3.422431e-01	0	0	2.728018e+00	4.759939e+00	PTGFR;SFRP1
GO_Biological_Process_2021	negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	2/48	1.746740e-01	3.422431e-01	0	0	2.728018e+00	4.759939e+00	IGF1;SLAMF1
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	3/92	1.770504e-01	3.458700e-01	0	0	2.117113e+00	3.665402e+00	PPP1R16B;ATOH8;PROX1
GO_Biological_Process_2021	cellular response to fibroblast growth factor stimulus (GO:0044344)	3/92	1.770504e-01	3.458700e-01	0	0	2.117113e+00	3.665402e+00	FGF7;SFRP1;FLRT2
GO_Biological_Process_2021	positive regulation of cellular component biogenesis (GO:0044089)	3/92	1.770504e-01	3.458700e-01	0	0	2.117113e+00	3.665402e+00	CLDN19;NRG1;TRABD2A
GO_Biological_Process_2021	regulation of GTPase activity (GO:0043087)	5/189	1.786543e-01	3.486583e-01	0	0	1.709414e+00	2.944129e+00	CCL14;SFRP1;CCL23;CCL21;CCL19
GO_Biological_Process_2021	axonogenesis (GO:0007409)	6/240	1.789668e-01	3.489235e-01	0	0	1.614057e+00	2.777073e+00	RELN;LAMA2;LAMA1;PRKCQ;SLIT3;PAK3
GO_Biological_Process_2021	cellular response to mechanical stimulus (GO:0071260)	2/49	1.803242e-01	3.495153e-01	0	0	2.669839e+00	4.573432e+00	TNFSF14;TNFRSF8
GO_Biological_Process_2021	regulation of smooth muscle cell proliferation (GO:0048660)	2/49	1.803242e-01	3.495153e-01	0	0	2.669839e+00	4.573432e+00	ELN;IGF1
GO_Biological_Process_2021	secondary alcohol metabolic process (GO:1902652)	2/49	1.803242e-01	3.495153e-01	0	0	2.669839e+00	4.573432e+00	CH25H;CYP11A1
GO_Biological_Process_2021	negative regulation of cell differentiation (GO:0045596)	5/191	1.839691e-01	3.495153e-01	0	0	1.690860e+00	2.862605e+00	GDF10;SFRP1;TNN;TWIST2;EGFR
GO_Biological_Process_2021	negative regulation of cell death (GO:0060548)	3/94	1.849181e-01	3.495153e-01	0	0	2.070372e+00	3.494461e+00	CD200R1;CCN3;CCN2
GO_Biological_Process_2021	regulation of cellular component movement (GO:0051270)	2/50	1.860016e-01	3.495153e-01	0	0	2.614084e+00	4.396889e+00	NRG1;EGFR
GO_Biological_Process_2021	purine-containing compound salvage (GO:0043101)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	AMPD1
GO_Biological_Process_2021	AMP metabolic process (GO:0046033)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	AMPD1
GO_Biological_Process_2021	regulation of antigen receptor-mediated signaling pathway (GO:0050854)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	PTPRC
GO_Biological_Process_2021	atrial cardiac muscle cell action potential (GO:0086014)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	SCN3B
GO_Biological_Process_2021	cardiac cell development (GO:0055006)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	MYH11
GO_Biological_Process_2021	cell part morphogenesis (GO:0032990)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	PID1
GO_Biological_Process_2021	cellular biogenic amine metabolic process (GO:0006576)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	SLC22A3
GO_Biological_Process_2021	regulation of homotypic cell-cell adhesion (GO:0034110)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	PRKCQ
GO_Biological_Process_2021	regulation of interleukin-5 production (GO:0032674)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	TSLP
GO_Biological_Process_2021	chondroitin sulfate catabolic process (GO:0030207)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	DCN
