Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	USP44
GO_Biological_Process_2021	dermatan sulfate metabolic process (GO:0030205)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	DCN
GO_Biological_Process_2021	detection of calcium ion (GO:0005513)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	KCNMB1
GO_Biological_Process_2021	DNA catabolic process (GO:0006308)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	DNASE1L3
GO_Biological_Process_2021	regulation of oxidoreductase activity (GO:0051341)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	GZMA
GO_Biological_Process_2021	embryonic hemopoiesis (GO:0035162)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	KIT
GO_Biological_Process_2021	entry into host (GO:0044409)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	CCR5
GO_Biological_Process_2021	regulation of response to stress (GO:0080134)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	ABCB1
GO_Biological_Process_2021	response to iron ion (GO:0010039)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	BMP6
GO_Biological_Process_2021	response to nitric oxide (GO:0071731)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	CCL19
GO_Biological_Process_2021	homeostasis of number of cells (GO:0048872)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	CCN3
GO_Biological_Process_2021	spinal cord development (GO:0021510)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	RELN
GO_Biological_Process_2021	muscle tissue development (GO:0060537)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	PGM5
GO_Biological_Process_2021	negative regulation of adenylate cyclase activity (GO:0007194)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	CCR2
GO_Biological_Process_2021	negative regulation of alcohol biosynthetic process (GO:1902931)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	GFI1
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	RUNX3
GO_Biological_Process_2021	negative regulation of myotube differentiation (GO:0010832)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	CCN3
GO_Biological_Process_2021	negative regulation of reactive oxygen species biosynthetic process (GO:1903427)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	ABCD2
GO_Biological_Process_2021	plasma membrane tubulation (GO:0097320)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	CAVIN2
GO_Biological_Process_2021	positive regulation of calcineurin-mediated signaling (GO:0106058)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	IGF1
GO_Biological_Process_2021	positive regulation of calcineurin-NFAT signaling cascade (GO:0070886)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	IGF1
GO_Biological_Process_2021	positive regulation of calcium-mediated signaling (GO:0050850)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	TRAT1
GO_Biological_Process_2021	positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	PRKCQ
GO_Biological_Process_2021	positive regulation of fatty acid biosynthetic process (GO:0045723)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	ABCD2
GO_Biological_Process_2021	positive regulation of purine nucleotide biosynthetic process (GO:1900373)	1/13	1.865261e-01	3.495153e-01	0	0	5.221072e+00	8.767141e+00	PID1
GO_Biological_Process_2021	negative regulation of DNA-binding transcription factor activity (GO:0043433)	4/143	1.892661e-01	3.543133e-01	0	0	1.808601e+00	3.010599e+00	EOMES;PTGIS;GFI1;PROX1
GO_Biological_Process_2021	regulation of axonogenesis (GO:0050770)	2/51	1.917040e-01	3.562983e-01	0	0	2.560605e+00	4.229614e+00	NGFR;PAK3
GO_Biological_Process_2021	cholesterol transport (GO:0030301)	2/51	1.917040e-01	3.562983e-01	0	0	2.560605e+00	4.229614e+00	LIPG;ABCA8
GO_Biological_Process_2021	inositol lipid-mediated signaling (GO:0048017)	2/51	1.917040e-01	3.562983e-01	0	0	2.560605e+00	4.229614e+00	PDGFRA;IGF1
GO_Biological_Process_2021	negative regulation of transport (GO:0051051)	2/51	1.917040e-01	3.562983e-01	0	0	2.560605e+00	4.229614e+00	TRAT1;NRG1
GO_Biological_Process_2021	positive regulation of actin filament bundle assembly (GO:0032233)	2/51	1.917040e-01	3.562983e-01	0	0	2.560605e+00	4.229614e+00	SFRP1;CCN2
GO_Biological_Process_2021	positive regulation of fat cell differentiation (GO:0045600)	2/51	1.917040e-01	3.562983e-01	0	0	2.560605e+00	4.229614e+00	SFRP1;MEDAG
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	3/96	1.928762e-01	3.562983e-01	0	0	2.025641e+00	3.333611e+00	SCARA5;LCK;BMP6
GO_Biological_Process_2021	ameboidal-type cell migration (GO:0001667)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	FAT2;CCN3
GO_Biological_Process_2021	amide biosynthetic process (GO:0043604)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	DMD;ABCA8
GO_Biological_Process_2021	cartilage development (GO:0051216)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	CCN3;RUNX3
GO_Biological_Process_2021	response to peptide hormone (GO:0043434)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	CYP11A1;STAT4
GO_Biological_Process_2021	sprouting angiogenesis (GO:0002040)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	RSPO3;ADTRP
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	KIT;IKZF1
GO_Biological_Process_2021	negative regulation of BMP signaling pathway (GO:0030514)	2/52	1.974292e-01	3.562983e-01	0	0	2.509265e+00	4.070970e+00	GREM2;CHRDL1
GO_Biological_Process_2021	atrioventricular valve development (GO:0003171)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	SLIT3
GO_Biological_Process_2021	calcium ion import across plasma membrane (GO:0098703)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	SLC8A3
GO_Biological_Process_2021	regulation of cell projection organization (GO:0031344)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	CCL19
GO_Biological_Process_2021	regulation of fatty acid beta-oxidation (GO:0031998)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	ABCD2
GO_Biological_Process_2021	ceramide transport (GO:0035627)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	ABCB1
GO_Biological_Process_2021	defense response to protozoan (GO:0042832)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	IRF4
GO_Biological_Process_2021	regulation of nitric-oxide synthase biosynthetic process (GO:0051769)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	IL33
GO_Biological_Process_2021	endothelial cell differentiation (GO:0045446)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PROX1
GO_Biological_Process_2021	regulation of vasculogenesis (GO:2001212)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	TMEM100
GO_Biological_Process_2021	heterochromatin organization (GO:0070828)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PRDM16
GO_Biological_Process_2021	steroid catabolic process (GO:0006706)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	HSD11B1
GO_Biological_Process_2021	striated muscle cell development (GO:0055002)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PGM5
GO_Biological_Process_2021	substrate-dependent cell migration (GO:0006929)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PTPRC
GO_Biological_Process_2021	synaptic membrane adhesion (GO:0099560)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	LRFN5
GO_Biological_Process_2021	T cell differentiation in thymus (GO:0033077)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PTPRC
GO_Biological_Process_2021	T-helper cell differentiation (GO:0042093)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	GPR183
GO_Biological_Process_2021	NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PTGIS
GO_Biological_Process_2021	negative regulation of cell activation (GO:0050866)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PDGFRA
GO_Biological_Process_2021	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	MEOX2
GO_Biological_Process_2021	negative regulation of cyclase activity (GO:0031280)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	CCR2
GO_Biological_Process_2021	negative regulation of interleukin-12 production (GO:0032695)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	SLAMF1
GO_Biological_Process_2021	negative regulation of secretion (GO:0051048)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	NRG1
GO_Biological_Process_2021	negative regulation of T cell mediated immunity (GO:0002710)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PTPRC
GO_Biological_Process_2021	nuclear membrane disassembly (GO:0051081)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PRKCB
GO_Biological_Process_2021	ovarian follicle development (GO:0001541)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	KIT
GO_Biological_Process_2021	pancreas development (GO:0031016)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PROX1
GO_Biological_Process_2021	peptidyl-serine dephosphorylation (GO:0070262)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	PPP2R2B
GO_Biological_Process_2021	positive regulation of alpha-beta T cell differentiation (GO:0046638)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	RUNX3
GO_Biological_Process_2021	positive regulation of cardiac muscle cell proliferation (GO:0060045)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	GLI1
GO_Biological_Process_2021	positive regulation of glycogen biosynthetic process (GO:0045725)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	IGF1
GO_Biological_Process_2021	positive regulation of long-term synaptic potentiation (GO:1900273)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	RELN
GO_Biological_Process_2021	positive regulation of SMAD protein signal transduction (GO:0060391)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	BMP6
GO_Biological_Process_2021	positive regulation of sodium ion transmembrane transporter activity (GO:2000651)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	DMD
GO_Biological_Process_2021	positive regulation of T-helper cell differentiation (GO:0045624)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	CCL19
GO_Biological_Process_2021	positive regulation of transmembrane transport (GO:0034764)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	C3
GO_Biological_Process_2021	potassium ion export across plasma membrane (GO:0097623)	1/14	1.993467e-01	3.562983e-01	0	0	4.819206e+00	7.771982e+00	KCNT2
GO_Biological_Process_2021	positive regulation of defense response (GO:0031349)	3/98	2.009184e-01	3.587828e-01	0	0	1.982794e+00	3.182099e+00	IL33;TSLP;CCR2
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	5/198	2.030130e-01	3.608550e-01	0	0	1.628949e+00	2.597335e+00	SLC8A3;RSPO3;GAS1;CD3E;GLI1
GO_Biological_Process_2021	bicellular tight junction assembly (GO:0070830)	2/53	2.031751e-01	3.608550e-01	0	0	2.459939e+00	3.920373e+00	CLDN11;CLDN19
GO_Biological_Process_2021	cardiac muscle tissue development (GO:0048738)	2/53	2.031751e-01	3.608550e-01	0	0	2.459939e+00	3.920373e+00	NRG1;TBX18
GO_Biological_Process_2021	regulation of DNA replication (GO:0006275)	2/53	2.031751e-01	3.608550e-01	0	0	2.459939e+00	3.920373e+00	GLI1;EGFR
GO_Biological_Process_2021	negative regulation of cysteine-type endopeptidase activity (GO:2000117)	2/53	2.031751e-01	3.608550e-01	0	0	2.459939e+00	3.920373e+00	NGFR;CST7
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	2/53	2.031751e-01	3.608550e-01	0	0	2.459939e+00	3.920373e+00	C3;PTPRC
GO_Biological_Process_2021	regulation of potassium ion transmembrane transport (GO:1901379)	2/54	2.089395e-01	3.646624e-01	0	0	2.412509e+00	3.777291e+00	KCNMB1;FHL1
GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)	7/306	2.092956e-01	3.646624e-01	0	0	1.473548e+00	2.304641e+00	KCNMB1;KCNA1;CAMK4;SLC17A7;NSG1;HTR2A;SCN2B
GO_Biological_Process_2021	brain development (GO:0007420)	4/150	2.119058e-01	3.646624e-01	0	0	1.721270e+00	2.670746e+00	EOMES;EGR2;RELN;PROX1
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	4/150	2.119058e-01	3.646624e-01	0	0	1.721270e+00	2.670746e+00	EGR1;SFRP1;ADTRP;EGFR
GO_Biological_Process_2021	protein trimerization (GO:0070206)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SCARA5
GO_Biological_Process_2021	Arp2/3 complex-mediated actin nucleation (GO:0034314)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	MAGEL2
GO_Biological_Process_2021	C21-steroid hormone biosynthetic process (GO:0006700)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	CYP11A1
GO_Biological_Process_2021	calcium ion import into cytosol (GO:1902656)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SLC8A3
GO_Biological_Process_2021	catecholamine metabolic process (GO:0006584)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SNCAIP
GO_Biological_Process_2021	regulation of dephosphorylation (GO:0035303)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	PPP1R16B
GO_Biological_Process_2021	cellular response to estrogen stimulus (GO:0071391)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SFRP1
GO_Biological_Process_2021	regulation of extracellular matrix disassembly (GO:0010715)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	DPP4
GO_Biological_Process_2021	regulation of integrin activation (GO:0033623)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SELP
GO_Biological_Process_2021	clathrin coat assembly (GO:0048268)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	NSG1
GO_Biological_Process_2021	dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	DCN
GO_Biological_Process_2021	embryonic cranial skeleton morphogenesis (GO:0048701)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	PDGFRA
GO_Biological_Process_2021	endoderm development (GO:0007492)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	EOMES
GO_Biological_Process_2021	regulation of secretion (GO:0051046)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	NRG1
GO_Biological_Process_2021	regulation of triglyceride biosynthetic process (GO:0010866)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	C3
GO_Biological_Process_2021	response to muscle stretch (GO:0035994)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	DMD
GO_Biological_Process_2021	macrophage migration (GO:1905517)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	CCR2
GO_Biological_Process_2021	vitamin D metabolic process (GO:0042359)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	CYP11A1
GO_Biological_Process_2021	myoblast fusion (GO:0007520)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	ADAMTS5
GO_Biological_Process_2021	negative regulation of androgen receptor signaling pathway (GO:0060766)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SFRP1
GO_Biological_Process_2021	negative regulation of leukocyte activation (GO:0002695)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	LRFN5
GO_Biological_Process_2021	negative regulation of leukocyte mediated cytotoxicity (GO:0001911)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	PTPRC
GO_Biological_Process_2021	negative regulation of ubiquitin-protein transferase activity (GO:0051444)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	USP44
GO_Biological_Process_2021	neurotrophin TRK receptor signaling pathway (GO:0048011)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	NGFR
GO_Biological_Process_2021	photoreceptor cell development (GO:0042461)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	CDHR1
GO_Biological_Process_2021	positive regulation of cell killing (GO:0031343)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	PRF1
GO_Biological_Process_2021	positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	PYHIN1
GO_Biological_Process_2021	positive regulation of glycogen metabolic process (GO:0070875)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	IGF1
GO_Biological_Process_2021	positive regulation of heterotypic cell-cell adhesion (GO:0034116)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	LCK
GO_Biological_Process_2021	positive regulation of response to cytokine stimulus (GO:0060760)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	TSLP
GO_Biological_Process_2021	prostanoid biosynthetic process (GO:0046457)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	PTGIS
GO_Biological_Process_2021	protein homotrimerization (GO:0070207)	1/15	2.119658e-01	3.646624e-01	0	0	4.474750e+00	6.941816e+00	SCARA5
GO_Biological_Process_2021	negative regulation of cytokine-mediated signaling pathway (GO:0001960)	2/55	2.147206e-01	3.690802e-01	0	0	2.366870e+00	3.641234e+00	PTPRC;SLIT3
GO_Biological_Process_2021	axon guidance (GO:0007411)	5/203	2.170046e-01	3.724217e-01	0	0	1.587406e+00	2.425298e+00	RELN;LAMA2;LAMA1;PRKCQ;SLIT3
GO_Biological_Process_2021	positive regulation of cell growth (GO:0030307)	3/102	2.172303e-01	3.724217e-01	0	0	1.902292e+00	2.904415e+00	SFRP1;IGF1;EGFR
GO_Biological_Process_2021	positive regulation of vasculature development (GO:1904018)	3/102	2.172303e-01	3.724217e-01	0	0	1.902292e+00	2.904415e+00	PTGIS;HSPB6;PRKCB
GO_Biological_Process_2021	negative regulation of protein phosphorylation (GO:0001933)	4/152	2.185107e-01	3.742919e-01	0	0	1.697836e+00	2.582274e+00	SFRP1;PID1;PTPRC;DMD
GO_Biological_Process_2021	blood vessel morphogenesis (GO:0048514)	2/56	2.205163e-01	3.746099e-01	0	0	2.322920e+00	3.511753e+00	LAMA1;PROX1
GO_Biological_Process_2021	sensory organ development (GO:0007423)	2/56	2.205163e-01	3.746099e-01	0	0	2.322920e+00	3.511753e+00	MAB21L1;CHRDL1
GO_Biological_Process_2021	tight junction assembly (GO:0120192)	2/56	2.205163e-01	3.746099e-01	0	0	2.322920e+00	3.511753e+00	CLDN11;CLDN19
GO_Biological_Process_2021	negative regulation of metabolic process (GO:0009892)	2/56	2.205163e-01	3.746099e-01	0	0	2.322920e+00	3.511753e+00	ADAMTS5;ALDH1A1
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	40/2244	2.242033e-01	3.746099e-01	0	0	1.153671e+00	1.724971e+00	MAGEL2;GFI1;TSHZ2;DBX2;TWIST2;IKZF1;BHLHE22;GLI1;MEOX2;MEOX1;BACH2;EGFR;FGF7;SCML4;TBX21;PRDM16;ATOH8;STAT4;ALX4;ZNF521;TP63;EOMES;EGR1;EGR2;BCL11B;PRKCB;PYHIN1;NRG1;IGF1;PROX1;RUNX3;TBX18;SFRP1;IRF4;CAMK4;KIT;ID4;PRKCQ;TOX;VGLL3
GO_Biological_Process_2021	purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	1/16	2.243866e-01	3.746099e-01	0	0	4.176221e+00	6.240881e+00	AMPD1
GO_Biological_Process_2021	apoptotic DNA fragmentation (GO:0006309)	1/16	2.243866e-01	3.746099e-01	0	0	4.176221e+00	6.240881e+00	DNASE1L3
GO_Biological_Process_2021	regulation of ATP biosynthetic process (GO:2001169)	1/16	2.243866e-01	3.746099e-01	0	0	4.176221e+00	6.240881e+00	PID1
GO_Biological_Process_2021	basement membrane organization (GO:0071711)	1/16	2.243866e-01	3.746099e-01	0	0	4.176221e+00	6.240881e+00	FLRT2
GO_Biological_Process_2021	regulation of ERBB signaling pathway (GO:1901184)	1/16	2.243866e-01	3.746099e-01	0	0	4.176221e+00	6.240881e+00	EGFR
