Gene,logFC,pvalue
GDF7,0.7430175619552035,4.624049497301679e-36
OR52N4,0.7773772884406844,5.107638286415876e-36
DPEP1,0.7423448745388845,6.17480763546887e-36
LAMC3,0.8068955698977645,7.115216438207531e-36
OR2I1P,0.7505609574354745,8.593994209005314e-36
ADAMTS18,0.8062281108717904,8.927914555599901e-36
LCNL1,0.7574991456943894,8.940329550357447e-36
ULBP3,0.6818049636397121,9.545171247271468e-36
MPP6,0.7213004292884582,9.757063775795217e-36
SLFN13,0.8021423113506345,1.0580348552357298e-35
CCNA1,0.6757059073116367,1.0594551404771018e-35
MFAP2,0.8094831077980675,1.2064270016829484e-35
PRSS35,0.7784762177170955,1.218177373305218e-35
TENM4,0.8026829871784645,1.226583590808339e-35
RAB44,0.7807255423885919,1.2415230192666455e-35
SHISAL1,0.7811772642030226,1.3391431708702183e-35
CHST9,0.766869416729274,1.520302713319657e-35
WASF3,0.8167582719359823,1.6892483566354623e-35
FGFBP1,0.6155132198122233,1.9720385104206827e-35
GAP43,0.7776327111899052,2.1691558045273213e-35
DES,0.7860781899376581,2.1725341578610055e-35
C6orf15,0.5699251483659332,2.3143858179095213e-35
CALHM6,0.751502349387451,2.6859940711009317e-35
ART5,0.7956902801509733,2.705981889841636e-35
ARSI,0.8552053535099658,3.079597149258279e-35
NECAB1,0.8159548064523128,3.4933696248335225e-35
SLC16A12,0.7881286973697772,3.6344012060956633e-35
ABCC4,0.7916805206112034,3.8078298077052103e-35
SPOCK3,0.7781758333004296,4.031033030458317e-35
GLYAT,0.7965997413047997,4.104675892509398e-35
DYNC1I1,0.6798309921249144,4.390417549893349e-35
LTB,0.7552510715290657,4.468196872002556e-35
DOC2B,0.7890214418676578,4.5396083995235625e-35
PPP1R1A,0.7876671543038319,4.6131418350995327e-35
ARSL,0.7769378329248743,4.640622482808156e-35
IQCA1,0.8122987983122463,4.916331231780425e-35
NR3C2,0.8154309837825512,5.549933131424841e-35
ACKR4,0.8071702377757286,5.976461023000657e-35
CA6,0.4687948205722373,6.768390505850317e-35
RYR2,0.7521447863733884,6.929335500695561e-35
IFNE,0.7053820360465519,7.257723781875481e-35
IL5RA,0.791768487793473,7.302464633757303e-35
WNT5A,0.8149839219327417,7.46829518863389e-35
PLIN4,0.753562074680448,8.041570826766449e-35
ZNF728,0.7858044880553527,1.0054065208968238e-34
AIM2,0.695908316007152,1.0319718220859205e-34
C2CD4B,0.7874333661552597,1.0592539764627848e-34
SERPINF2,0.7980031966315302,1.0778805497479071e-34
WNT9B,0.7324012394583215,1.2582555678339429e-34
STK32A,0.7738181350296426,1.3121462653960188e-34
GCSAML,0.7388684612056982,1.3206325063973815e-34
MMP16,0.7312458913878064,1.3677582192967477e-34
CLEC4F,0.7065974604722152,1.550966827981503e-34
LGR6,0.7610520143187509,1.7189639334390452e-34
AK5,0.7811801678127546,1.7451835882529557e-34
THBS2,0.8045753453891276,1.943806865323074e-34
HOXD10,0.799743947267217,2.1720105408834604e-34
GPR31,0.7546990073544829,2.4970476333579e-34
NLGN1,0.7816291146614811,2.761025354590843e-34
AKR1C3,0.754889311778844,2.9104685549990445e-34
ZNF608,0.8481866882227713,3.1220744703742754e-34
PCDHGA12,0.7954023936121968,3.2794095225846466e-34
MS4A2,0.6720659641928597,3.611047379384706e-34
DERL3,0.7293009983103911,3.882586244209218e-34
PI3,0.5930434233989497,3.916044687515136e-34
HOXA9,0.7509653290491937,4.212071883092087e-34
MMP23B,0.7909964841770205,4.618080267133996e-34
NAP1L2,0.7651902001631112,5.1411173420220735e-34
MYH8,0.7636900611874347,5.472159983296927e-34
COL8A1,0.7581020768814999,5.5727161093743694e-34
SOCS1,0.7435327103482501,5.672208083667719e-34
ADGRG3,0.7426327730574156,5.849326415933783e-34
PNMA3,0.6422191049539159,6.328535059608154e-34
TWIST1,0.8202984020608823,6.545943259661418e-34
NKD1,0.7986356919539706,9.28812053518502e-34
SGCA,0.7292217707138517,1.004720652883891e-33
C14orf180,0.7749921832160085,1.077287421730052e-33
FO681492.1,0.7238840393442711,1.0967891075112712e-33
HLA-DQB2,0.7477145521932653,1.1639477903573199e-33
SCN4A,0.7509403363360165,1.2691362653934322e-33
CXCL6,0.6814302258251196,1.4407029115704779e-33
CAMK2A,0.7994433238139234,1.6266939203317302e-33
WNT7A,0.6857502005308662,1.712943882076259e-33
FAM3D,0.6037689151929772,1.7467779006392585e-33
GSTP1,0.7093897645906977,1.7693110013944342e-33
TP53AIP1,0.7476740122307273,1.862564772760519e-33
OPRPN,0.755591301844811,1.99842642638259e-33
STXBP6,0.7071917852493839,2.02351563455915e-33
TNFSF11,0.7981492082283086,2.0686998836615023e-33
TMTC1,0.7844670550411361,2.072076776333882e-33
DHRS9,0.7567700851605115,2.207121814061615e-33
KIF26B,0.7597503957612242,3.17069751364738e-33
PADI2,0.6356891244711602,3.176048959613708e-33
CFTR,0.7362319433331843,3.731214883973074e-33
CILP2,0.7634282572892526,3.766784723779748e-33
KHDRBS2,0.7614264360121952,4.124030970699859e-33
FOLR1,0.7110044172659137,4.233021365476298e-33
WNT6,0.5787453087274526,4.2732216417779596e-33
BTN1A1,0.6732103092387509,4.366083884854799e-33
CDH3,0.6834904658620794,4.428192580238762e-33
GPR182,0.761329096713451,5.3431187249015086e-33
WNT2,0.8020628700964323,5.790728539596026e-33
MT1X,0.7451601405468468,6.248498479692114e-33
CXCL5,0.5348273616440934,6.285148603877471e-33
CPAMD8,0.7343534866514663,7.187412222042595e-33
PSMA8,0.6308523872183067,7.389725846463395e-33
APCDD1L,0.6730549980991519,8.165761972144725e-33
INSRR,0.7890902811178058,8.737106050021137e-33
CCN6,0.6915886828926179,8.883404428854093e-33
TMEM74,0.6289024762033069,9.056296715437903e-33
TNNI2,0.6408254369423088,1.0673934606294303e-32
CDH19,0.5413903030860757,1.1526697324871036e-32
MYOC,0.7686730165593163,1.1871646241075563e-32
TEX11,0.7555603513379368,1.2367542861943014e-32
STEAP1B,0.5473972837234348,1.2899366054236918e-32
FOSB,0.7638397834069863,1.4920168998156082e-32
SLC38A5,0.7721515123986995,1.579417379621908e-32
ITGA10,0.6644759630710433,1.6738165815163318e-32
RGS1,0.7875703429921895,2.3411905565729123e-32
TDGF1,0.7546009871251182,2.478195401637206e-32
CCR6,0.7665938485899979,2.523297661448811e-32
SSTR1,0.6881570440170411,2.5326918062246304e-32
NPY2R,0.7765454435270581,2.80489020892711e-32
PCDHGA9,0.7466423499397215,3.0540475035015923e-32
LIPE,0.7069266646079636,3.358387709696503e-32
PNMA2,0.7921984570056304,3.6228828048972143e-32
PPFIA2,0.7355815648157713,3.6271187322881433e-32
SH2D1B,0.7319216020515114,4.294584196240284e-32
FMOD,0.7464429204770876,4.6117166722100616e-32
WNT16,0.7308648455741729,5.230668601056913e-32
KLK4,0.7482552282147564,5.500443356643521e-32
B3GNT3,0.7380360622329789,5.502880138297463e-32
BRINP1,0.7527715372776429,5.509161667152508e-32
PNMA6A,0.6942280530457385,5.726087237131751e-32
DAZL,0.6447710496824745,6.545853475910095e-32
MYBPC2,0.695455531465586,7.064401390071633e-32
TPO,0.5673230321707126,7.093193993885862e-32
PCDHB11,0.7191786945013687,7.180960448622951e-32
HS3ST3A1,0.7534815856474839,8.870968574905534e-32
IDO1,0.6484944329674802,9.356299942303507e-32
ASPN,0.7140494699455857,1.0599887320813503e-31
FGF16,0.7580738289627711,1.1054215921630887e-31
ST6GALNAC1,0.7434904912556228,1.1247224406712667e-31
CCL28,0.7367119260293233,1.1324855109743902e-31
B3GAT1,0.7386161052024465,1.2518981705884275e-31
NID2,0.7608061123134384,1.2965355418556578e-31
EFEMP1,0.7576163632618342,1.3886327205474799e-31
KIR3DL2,0.7056584861216614,1.621052797008415e-31
GDF6,0.7459588486310413,1.66776187295215e-31
ASB12,0.6677301651360816,2.111272586386735e-31
PATL2,0.7237283937492865,2.2319607702732553e-31
CYP19A1,0.7311557727589828,2.23915748426245e-31
PLA2G5,0.767561849053927,2.5656859997226973e-31
RGS6,0.7435112613372868,2.5859840688670984e-31
KLF5,0.6826137559179565,2.7427099788001763e-31
LCN10,0.754605518762461,2.798088226778086e-31
MATK,0.7344079717289015,2.80961031550374e-31
VPREB3,0.7098370430673621,3.0043751811096696e-31
C5orf58,0.7375846217051689,3.0203226149008013e-31
CCNJL,0.7419699335967811,3.3171770791464213e-31
RASAL1,0.6816582675615613,3.5440034893851278e-31
C4BPA,0.6860569438640451,3.8635259313987255e-31
HAS1,0.7244755785620978,3.998497413624589e-31
SLITRK3,0.7269107244708799,5.174499681705637e-31
CYSLTR1,0.7174654004948963,5.200284990927522e-31
KCNK10,0.716797161180786,7.081342781734071e-31
LAIR2,0.7191435233597495,7.228796548193162e-31
ANKS6,0.6598782267197414,7.528280180302708e-31
SIM1,0.7002536194903698,7.921713314966946e-31
CAPZA3,0.6660152923934233,8.37676678278052e-31
ADAMTS16,0.7101034911555637,8.511199032318011e-31
NPR3,0.6352100796483268,1.0070206201380577e-30
TMEM244,0.7591844439760737,1.0549721445832552e-30
TNFRSF13C,0.7018923482191692,1.2007656297672143e-30
HOXA10,0.7169228598780447,1.3170909810063679e-30
ZNF462,0.6717855499548172,1.3431148060829674e-30
PCDHB4,0.7350327590918322,1.4472170203690045e-30
NACAD,0.7412786493510043,1.5043458526856733e-30
IL12A,0.6955040681341738,1.5908067620479857e-30
SLC39A12,0.5128979877247617,1.7950413892620853e-30
PCSK9,0.722631539589628,2.0847313158236477e-30
ALPL,0.6935238732281789,2.1244578456320996e-30
ABO,0.7443052719086922,2.227911282129981e-30
F5,0.7088075622958354,2.4693150134114354e-30
ARSJ,0.7356411179059956,2.852656642360517e-30
TREH,0.7055005685692803,2.91262070004259e-30
PDE10A,0.707392221944348,2.9243191234315655e-30
LRRC4C,0.7001938187931871,3.073194137750283e-30
NKD2,0.7257411897407898,3.614499219322804e-30
ZNF804A,0.7357334187829654,3.6174794817857906e-30
ST6GAL2,0.7249606316862208,3.670599840768433e-30
AC007906.2,0.6459303127338041,3.73127578578058e-30
GRM6,0.6399715944491284,4.070364608294057e-30
POU3F3,0.6559952590060176,4.076154661224827e-30
RAB3C,0.7461087032535065,4.394937540234476e-30
CYP27C1,0.5488373234610291,4.6913001232597834e-30
GFAP,0.7116399684415666,7.132967276050629e-30
PACRG,0.7413322825754741,7.670707134240084e-30
GALNT17,0.6516618436993709,7.7732574156884e-30
MYCL,0.7367477367980355,7.788859735252095e-30
CPA3,0.615546816829292,8.373300729843666e-30
IFNG,0.6590355846807769,9.507444488370449e-30
DMBT1,0.6775689457932017,9.683406462408484e-30
WNT5B,0.6958665428656822,1.0437736352665567e-29
ADGRF1,0.7152190701582681,1.1725732187714435e-29
KIR3DL1,0.6606772840103188,1.181205776621585e-29
ALK,0.6507270314630209,1.2417591474834139e-29
ANKRD45,0.6111952753727509,1.2971717983855733e-29
SPOCK1,0.6992391876200015,1.384070714690605e-29
SLC2A4,0.7143056125306138,1.3975874046686482e-29
ITPRID1,0.5983797720876212,1.5031931334953504e-29
ADRA1A,0.7093731157255139,1.5171128211305005e-29
HAP1,0.7055737620781897,1.5944559292233057e-29
OR7A5,0.5711061110505018,1.6075101138629327e-29
NOS1,0.6647492678738148,1.7476817849262506e-29
NKAIN3,0.7154919245797582,1.866370814093931e-29
TMCC2,0.5345698678527773,1.9417736072598144e-29
BMP3,0.7053043342289005,2.0089990551998135e-29
LIFR,0.6782822548343626,2.1289396431545518e-29
PLN,0.7048293204621783,2.1472638358208094e-29
C11orf53,0.6799366818993481,2.3822530143397597e-29
IRX4,0.678155936281724,2.3978099349679797e-29
DIRAS3,0.7544635835869342,2.5475628925913e-29
TRPM8,0.49635492337870224,3.0121425839825314e-29
NCMAP,0.6154166340541637,3.2017158387350567e-29
C1QTNF4,0.7115105926887422,3.802071866354887e-29
LRRN1,0.7328482016732429,3.897877909539987e-29
GREM1,0.7392242447663699,3.9056800120235204e-29
TMEM132B,0.6808042292075179,3.994166816987215e-29
VAT1L,0.7238208325786282,4.6245228042975697e-29
C1QL2,0.49369219494579114,4.8489981385922803e-29
ZBED2,0.6884018545487266,5.313325749016796e-29
ADCY2,0.70257387727438,7.00165967272087e-29
TMC1,0.6217427772208051,7.499090393855688e-29
NDNF,0.6839062778900231,7.84091205381932e-29
IKZF2,0.7744386589078328,8.071791792391943e-29
PTCRA,0.6761623005909803,8.237324956035069e-29
TMEM132E,0.6184551235263255,8.32321075130843e-29
CLEC4E,0.679751792954012,8.394608097433172e-29
LGALS12,0.712542015895274,8.586464933265302e-29
KLK13,0.7070487386140344,9.008572243308821e-29
PCDHB5,0.6908919583634378,1.0966188161923782e-28
RASGRF1,0.6719731046884835,1.1280035401101194e-28
NR4A1,0.7212827431440121,1.2047025757292964e-28
FPR3,0.7137895632820692,1.2136541427690863e-28
GPR1,0.7482980863146544,1.2521644911689674e-28
PCDHGA5,0.7411144191906942,1.3200822264266251e-28
SHC4,0.5438173299504885,1.3427659605114106e-28
ICAM5,0.6328422738588529,1.3747813493694102e-28
LGR5,0.6085181612024182,1.476490022127378e-28
NRK,0.6721294806285879,1.7973863414420621e-28
PCDHGA2,0.7259388417723263,1.8465834031486662e-28
PCDHGC5,0.7391506260852438,2.0387082551188075e-28
IL12RB2,0.5316528763078818,2.1881061587821443e-28
ACY3,0.722275976152624,2.3569469247351256e-28
SLC24A2,0.6865808243493786,2.379567350253746e-28
CD163,0.6926084836831816,2.413528729487863e-28
ZNF391,0.7255358777540848,2.434796858442274e-28
TAFA3,0.471280006284272,2.70080735949727e-28
TMEM176A,0.7398113628362151,2.8277136833454093e-28
ZNF208,0.6961382735670623,2.854684937553072e-28
PRPH2,0.7188498640306329,2.961237493749923e-28
RGR,0.38173168138868796,3.0263236118631233e-28
WSCD2,0.6858118239613173,3.040009758961598e-28
SLC40A1,0.6530015009996198,3.1608359482244934e-28
KANK4,0.6562049101240293,3.177664708622101e-28
KRT81,0.5795093026119029,3.3528472439337564e-28
SIAH3,0.7417514206143655,3.4074410617613516e-28
MFAP5,0.7180704419783451,3.5428009838156444e-28
ZSCAN23,0.7053033980553165,3.9563889110279318e-28
SH3RF2,0.7399819646990374,4.163073767817778e-28
TENM3,0.689963310067117,4.166506039614498e-28
SLC18A2,0.6915321609951788,4.441631837959242e-28
DEUP1,0.604746642084096,4.71619706032221e-28
CLDN1,0.6352000814126835,4.95008613522934e-28
CIB2,0.6711957664006772,5.043012853524442e-28
FIGN,0.6737921386450924,5.763237592468585e-28
MLIP,0.6288108839465599,6.012654919436535e-28
LMX1A,0.6785095744159267,6.244218903910857e-28
SMIM35,0.7267693811299478,6.270377737153951e-28
FBXO39,0.7079903021186822,6.581773400315612e-28
SNTG2,0.6716876614332741,6.765895175189127e-28
FOSL1,0.5740364920396177,7.93585183513293e-28
CLEC2L,0.5514233487634764,8.40089836155105e-28
HOXD4,0.6984521553916128,8.746160700519689e-28
CX3CR1,0.6800672952895765,9.08929515569943e-28
ST18,0.6634738350369745,9.847643316920756e-28
SLC35F3,0.6997041962268179,9.997850632220154e-28
DIPK1C,0.6329796682480253,1.0479253018990178e-27
KLRC4-KLRK1,0.6921753033635718,1.1060554883936887e-27
FLG,0.690158200642456,1.1341177432521888e-27
FMN2,0.7214740081431664,1.1842908378393013e-27
ROPN1B,0.45748089418141613,1.3191054206946089e-27
LEMD1,0.4414715333660776,1.3440322214694796e-27
ADAD2,0.6920870560525259,1.6421429419610293e-27
ADAMTS8,0.7277426094081951,1.8650587903148572e-27
ZNF385D,0.7385720158648449,2.1195081376313134e-27
DAPP1,0.6591023300594115,2.2755764313936156e-27
HOXD8,0.7060330249185445,2.3807395085313502e-27
DSC2,0.6010991759797604,2.3993380069396664e-27
PLD5,0.6417509815302911,2.556531477075565e-27
GPAT2,0.7004332765816841,2.7608173469592412e-27
HAS3,0.6675827249361421,2.9242448860598575e-27
SLC25A27,0.7031140644384312,2.998044224937124e-27
CLDN8,0.7030190935749716,3.0694324897416354e-27
LRRC15,0.6980203291179524,3.177508796775672e-27
DCAF12L2,0.6842405786361558,3.185560472936446e-27
RGS4,0.6855950322612724,3.2112517033621375e-27
LY6D,0.5009851143363887,3.250062081428704e-27
OR3A2,0.6425410328914147,3.3375490619805385e-27
STEAP1,0.7333259078638525,3.405969720706701e-27
PLA2G7,0.6825172907307185,3.510704212629053e-27
ZDHHC19,0.6471798386912979,3.8020121122790955e-27
ANGPTL5,0.659041581259487,4.058472478078985e-27
CALML3,0.6958860451308659,4.072105611714632e-27
FAM181B,0.6828755994336089,4.751219222472652e-27
CHIT1,0.6976788397512117,4.8881880759939655e-27
ZNF711,0.6843611406337188,4.991469434178025e-27
HTRA3,0.682858232658364,5.107805095203491e-27
PABPC5,0.726475055529651,5.298662341720025e-27
RORB,0.6924143503227876,5.550883353196426e-27
PCDH9,0.7117861354587287,6.511902978288261e-27
FZD10,0.6719660776228435,6.660173438150135e-27
KCNJ12,0.7095746757389491,7.310227229993271e-27
SUCNR1,0.6897464817015413,7.466691447899408e-27
POMC,0.5759471419598716,8.46277051180468e-27
ZNF667,0.7048394648639527,8.71972344714049e-27
XKR6,0.7036255434615717,9.465866927505318e-27
SOCS2,0.7227274236856511,9.587801236554835e-27
FOXQ1,0.6427484877575121,1.0591839034386929e-26
CALB2,0.5790865577573951,1.3549681432019892e-26
PIWIL2,0.6654792538406183,1.4273707449625169e-26
SOAT2,0.6817457256577347,1.5134664837737693e-26
DDX43,0.6308512046008321,1.569426941993764e-26
BHMT,0.6533799732359284,1.573386520667572e-26
VTCN1,0.7361226326074473,1.5929070858326914e-26
ADCYAP1,0.6679389083102545,1.6841319215571862e-26
SYT6,0.6334781289429103,1.8828920607147913e-26
ELF5,0.6100482986103238,1.9810697849321913e-26
SCTR,0.6864346830501069,2.2003320284002068e-26
KY,0.6610636353648709,2.487225265847959e-26
DUOX2,0.6289153390033957,2.5681414715095732e-26
GYG2,0.7121297008416594,2.660887130647177e-26
RFLNA,0.6332005753615689,2.8152011885333934e-26
SEMA3E,0.6580058041072745,3.0702192514584367e-26
COL26A1,0.5952679229196911,3.1171932042492065e-26
SIGLEC8,0.5705924159971548,3.3583232742311234e-26
LTF,0.6842620423480544,3.4396387288461475e-26
GDF5,0.5199913968617315,3.5944009533877866e-26
TRMT9B,0.6827013378622545,4.2731359881322394e-26
DBH,0.6660337159838529,4.5730967172768126e-26
ADGRD2,0.6988111640707089,4.656614581640688e-26
CD207,0.6678939683681694,5.392203436192393e-26
KLK11,0.6866659326545255,5.907184526209287e-26
TPPP2,0.5185044943853887,6.224800377425876e-26
DLX5,0.48439052716660475,6.258527075252527e-26
CHODL,0.4781704220406935,6.759522185546439e-26
MUCL1,0.654381368633762,6.778115134051416e-26
SNAP91,0.6206894308238599,6.925481169606399e-26
COLEC11,0.6548630964485564,7.809110617978897e-26
MUC7,0.6499746547658745,8.070932748124856e-26
DPP6,0.6194763941871274,8.323436343090362e-26
NEURL3,0.6465527278319957,8.398050614274338e-26
PTPN5,0.6775712372508549,8.433387404544035e-26
TMEM108,0.6522986463425948,9.244830394100992e-26
PLEKHG7,0.6808553026801019,1.0411184646448508e-25
CARD17,0.5960199550603203,1.0484091471667806e-25
DLGAP2,0.6773547631512038,1.1771336093132382e-25
ITGAD,0.6682338545694445,1.2161596238118266e-25
PLA1A,0.6607013524003864,1.2729459204276271e-25
HP,0.6729142620942243,1.296019462794214e-25
DMRTA1,0.6272600344900502,1.30654990147643e-25
HTRA4,0.6708611217354093,1.4069705235110898e-25
IL1RAPL2,0.6587980320711153,1.4595761882043132e-25
MIXL1,0.6574663324201938,1.4987649965816878e-25
SALL1,0.6762860483761399,1.5294993065950339e-25
XAF1,0.6589655910685761,1.637304290568673e-25
CHI3L2,0.588703910131255,1.6857076434463825e-25
PTGDR2,0.7115308411469418,1.7663224520833932e-25
PRUNE2,0.6695179282671222,1.8315999813417902e-25
ZBP1,0.6331278584825694,2.1047631257688923e-25
ACE2,0.5831950445163071,2.1371553758709456e-25
SHANK1,0.6553110842863678,2.2116336043792534e-25
CNR1,0.7105348451634433,2.215650635195296e-25
SLC10A6,0.6893346005316813,2.4101074091328566e-25
SVOPL,0.6402125375795238,2.867364465751627e-25
CD70,0.6477844454381936,3.1359000637735656e-25
SLPI,0.6016788765060856,3.331858146788371e-25
APOB,0.6839996162313506,3.364791049616654e-25
ADAMTS12,0.6749902572124457,3.56038983118709e-25
PROKR2,0.38816030594717277,3.882280623893524e-25
KBTBD12,0.45343637578406293,4.134359023708888e-25
EREG,0.6767553120668299,4.307024323867369e-25
FCMR,0.6384060756474681,4.3904435921381e-25
CALCR,0.6733727935504312,4.818946791439747e-25
LAMC2,0.6497021233902376,5.076734615791977e-25
ZNF354C,0.6993178592572598,5.229088363724814e-25
TNFSF15,0.6684368357915901,5.2555177258843855e-25
C13orf46,0.685054630914147,5.388308757898382e-25
PCDHB6,0.6022155868320961,5.402520602447807e-25
ADM5,0.6713537952651005,5.468278431681486e-25
PSAT1,0.5092667520329388,5.60549787366733e-25
CCN5,0.6446240373040428,5.6075811610160885e-25
AMPH,0.6551721867674005,5.814839359106035e-25
CNTN4,0.687622721687742,6.100337779378431e-25
TPSAB1,0.5793686405565135,6.211166116203799e-25
GPR156,0.5736641127543604,6.257988654130702e-25
SLAIN1,0.6457983267753133,6.310127259457825e-25
KLF15,0.6785261286344433,7.093402312770943e-25
NTN4,0.6539167164319233,7.460920617757214e-25
PCK1,0.6645719720051704,8.044933044736799e-25
KCNE5,0.5541594517048094,8.243505483649218e-25
SOX30,0.6039744089854051,8.30512973256173e-25
RASGEF1C,0.44576990818621404,9.990934152783339e-25
PRRT4,0.6606580922022738,1.0524734019174247e-24
ASRGL1,0.6950716514363928,1.1510454784520889e-24
WFIKKN2,0.6506149476652964,1.1890605440140308e-24
SLC30A3,0.6487723480383447,1.402880626206075e-24
CCBE1,0.6977448696510735,1.865161828396212e-24
SMR3B,0.5494710250696083,1.987901823822701e-24
FRMD3,0.5348478208665323,2.079252178778343e-24
VWC2,0.5639614673925687,2.114304143008012e-24
HRNR,0.6538877265788263,2.1398571747013364e-24
TRDN,0.6513290725889673,2.2092326320495592e-24
ZBTB16,0.6159776166643426,2.3188252403448443e-24
KLK2,0.664169119331091,2.479074546948411e-24
CYP4F12,0.614718822801974,2.5378009895684686e-24
GLYATL2,0.6304342420121847,2.6089996465976498e-24
SOWAHA,0.6158885204438438,2.6648734655553328e-24
MS4A7,0.6428392473688385,2.6747548867810508e-24
LGALS7B,0.5584391068020186,2.9101177709731254e-24
MUC15,0.6492173300564369,2.9336371371083118e-24
TNFRSF11B,0.6556686671443015,3.044003515257362e-24
FAM133A,0.5682357223284171,3.2233776106074725e-24
TMEM156,0.6590197820873456,3.2578786088263325e-24
CHRNA6,0.6450915561136548,3.339273206015463e-24
MUC3A,0.6427885166868281,3.404994730248195e-24
SLCO1A2,0.5539017185952034,4.1067494856688524e-24
LRRC3B,0.6337710897485939,4.833004403655309e-24
ARHGAP40,0.6879793722563626,5.1557981439108196e-24
CBLN4,0.5758310721657827,5.186185575203544e-24
CDH20,0.6405257284518002,5.209739841615062e-24
SYT3,0.6550283800679884,5.211754488738338e-24
H3-2,0.6391325449804834,5.343790130239043e-24
PKDREJ,0.6124003424233129,6.124765363601532e-24
SYNDIG1,0.6488406203569043,6.241717781648629e-24
HACD1,0.5601239033584933,6.626096633070276e-24
SLC6A16,0.6555570931052276,6.993319760074884e-24
ITGB4,0.6322015251629374,7.289680504521168e-24
CPS1,0.6283813978643275,7.398818953906396e-24
ERVFRD-1,0.6444188374743428,7.521205696711305e-24
CNGB1,0.47322577551773254,8.830456544510171e-24
ADGRG6,0.6551361200942224,9.077333082898261e-24
LIPK,0.5423596877640336,9.125288923888579e-24
NEGR1,0.6229524239538801,1.0081151316710853e-23
IL1RL2,0.6233745690505822,1.0788327828153073e-23
TMPRSS2,0.6637344507101062,1.1547896278527262e-23
GLP1R,0.6121846347098358,1.1816398146528745e-23
B3GNT7,0.5131133262162854,1.2104372839524007e-23
MYH2,0.6642936080862234,1.2241023052526153e-23
CACNB4,0.6145920135919282,1.2829485626644462e-23
FAXDC2,0.682232200848175,1.557461099282387e-23
EN1,0.40361537103931994,1.6098358587193185e-23
CCR8,0.6526177622677302,1.6357258119191877e-23
CACNA2D3,0.6797921942003513,1.6687599376298935e-23
AKR1E2,0.5751943535195791,1.7484859085095708e-23
NPAS4,0.6108374580586453,1.8572064264586657e-23
NWD2,0.6290916634397301,2.0091216340878575e-23
IL1B,0.6415173769572646,2.018029249964819e-23
ADORA2B,0.5915806135317705,2.037704943962851e-23
COL4A6,0.6285092768750895,2.044223033057711e-23
MAPK4,0.5321953840869811,2.0599920630130933e-23
SULT1C4,0.6119362186480469,2.139722391407201e-23
TCN1,0.64695089436749,2.2261783935129512e-23
CDH12,0.5703250759604539,2.2571765896894776e-23
HOXA13,0.6160859083340813,2.2660807684774187e-23
GJB3,0.5184569024790049,2.331637740982782e-23
SPX,0.6195193991760053,2.6168208098003873e-23
ERICH5,0.530005030170431,2.6212853771539462e-23
AKR1B15,0.5869977457556673,2.703416965424711e-23
CHRM1,0.6058732050955538,2.763969418984493e-23
FGF14,0.6575134024977085,3.0486002161755364e-23
TGM1,0.4799795653105154,3.0827973792633125e-23
CTTNBP2,0.5940943658432128,3.1192431783148757e-23
KCNK17,0.6588433978673336,3.1722235295849804e-23
KIAA1210,0.6237217861128175,3.224160964391181e-23
RASL11B,0.6211464342400663,3.312035175572791e-23
PCDHB16,0.60706426088959,3.445097415495776e-23
DRD4,0.6506860405104803,3.577188955469386e-23
NPAS3,0.6734711533269993,3.833451253614065e-23
PKNOX2,0.6294897429645424,4.0547463542367156e-23
ANO4,0.6558694688805421,4.307136544540851e-23
PLCB1,0.6601307988942399,4.8097108662480684e-23
PDZRN4,0.6515509444340556,5.80499873870555e-23
LTK,0.6294682000533276,6.868808353720119e-23
KIAA1549L,0.5967306053075561,6.999637903736295e-23
CRLF1,0.5447565598014348,7.044283657915963e-23
STX19,0.5569381999528111,7.180660573287652e-23
PYGO1,0.6276203996972587,7.76978553200484e-23
IL21,0.5809556869821385,8.68643606588018e-23
ANKRD29,0.6587337509902639,9.541857235488882e-23
NTF4,0.6319858217988606,1.0603784772259136e-22
KLHL14,0.60464392625749,1.0622388310134264e-22
INHBA,0.6426150385344613,1.167946564474086e-22
TGFA,0.5809595433425124,1.257950203000474e-22
EPGN,0.6003720027590536,1.2617192142593312e-22
ZDBF2,0.6359163658482949,1.2901724480130415e-22
LBP,0.5875187844420121,1.293909738315709e-22
SPSB4,0.561813750116503,1.345878979651933e-22
SOX6,0.4965001408698267,1.3624219296809038e-22
KCNN4,0.5296838966901124,1.380401910173889e-22
ATP1A2,0.5830677200785287,1.4503258195987471e-22
SLC26A7,0.5823391606034015,1.520202737181076e-22
MFAP3L,0.6333426654969302,1.531783931570223e-22
CD300E,0.5874012555109044,1.5760116045292424e-22
ANGPTL4,0.6105162458148855,1.629996843587159e-22
WNT11,0.640637643635503,1.8008718484210857e-22
TNFRSF19,0.6225202840944503,1.815383421708724e-22
SV2C,0.6112667689929299,1.8258452640162446e-22
TGFBR3,0.6509534650632345,2.07839911034547e-22
DGKB,0.5931733367234628,2.1141543669937266e-22
TFAP2B,0.6418435656803584,2.233841692666507e-22
KLB,0.6296284530172401,2.297399319985699e-22
PLPPR1,0.6281686561992521,2.3309566128639933e-22
TNS4,0.616663042708906,2.544827187092137e-22
TRIM2,0.539739496990068,2.6111922078575584e-22
AADAC,0.6212340501435529,2.6156398469842736e-22
COL7A1,0.6202578428473886,2.771610384377061e-22
UCHL1,0.4909534012400624,2.9101924468463897e-22
CD163L1,0.6415173733899322,3.255753929950135e-22
PRND,0.5769661000831086,3.703989016586406e-22
